,Label1,Label2,Count,Total_Label_1,Total_Label_2,p_value,p_value_fdr
16631,BspA type Leucine rich repeat region (6 copies),C-terminus of bacterial fibrinogen-binding adhesin,1,1981,60,0.5080669676769586,0.5373555340489244
16632,C-terminus of bacterial fibrinogen-binding adhesin,Domain of unknown function (DUF2341),2,60,36,7.787621560258239e-05,0.00024678107433173885
16633,C-terminus of bacterial fibrinogen-binding adhesin,Concanavalin A-like lectin/glucanases superfamily,2,60,538,0.01592667996464221,0.02290734290685218
16634,C-terminus of bacterial fibrinogen-binding adhesin,T-Q ester bond containing domain,2,60,174,0.0018026638677072946,0.0035187086559599484
16635,Type II transport protein GspH,Type IV Pilus-assembly protein W,3,124,14,1.4056927982660524e-07,1.1157846738884308e-06
16636,"Iron only hydrogenase large subunit, C-terminal domain",NFACT protein RNA binding domain,2,22,20,3.084781461546969e-06,1.623829589623388e-05
16637,2Fe-2S iron-sulfur cluster binding domain,NFACT protein RNA binding domain,2,68,20,3.032104696498917e-05,0.00011308591055106079
16638,NADH-ubiquinone oxidoreductase-G iron-sulfur binding region,NFACT protein RNA binding domain,2,22,20,3.084781461546969e-06,1.623829589623388e-05
16639,LAGLIDADG-like domain,NFACT protein RNA binding domain,2,97,20,6.184536387099791e-05,0.00020486648330032424
16640,NFACT protein RNA binding domain,Rad51,2,20,24,3.685188222382792e-06,1.89454591929908e-05
16641,Intein splicing domain,NFACT protein RNA binding domain,2,92,20,5.562216984804381e-05,0.0001887265516816544
16642,"ATP synthase, Delta/Epsilon chain, long alpha-helix domain",NFACT protein RNA binding domain,2,45,20,1.3198865581208793e-05,5.653471294826621e-05
16643,"ATP synthase, Delta/Epsilon chain, beta-sandwich domain",NFACT protein RNA binding domain,2,45,20,1.3198865581208793e-05,5.653471294826621e-05
16644,"Iron only hydrogenase large subunit, C-terminal domain",NFACT N-terminal and middle domains,2,22,20,3.084781461546969e-06,1.623829589623388e-05
16645,2Fe-2S iron-sulfur cluster binding domain,NFACT N-terminal and middle domains,2,68,20,3.032104696498917e-05,0.00011308591055106079
16646,NADH-ubiquinone oxidoreductase-G iron-sulfur binding region,NFACT N-terminal and middle domains,2,22,20,3.084781461546969e-06,1.623829589623388e-05
16647,LAGLIDADG-like domain,NFACT N-terminal and middle domains,2,97,20,6.184536387099791e-05,0.00020486648330032424
16648,NFACT N-terminal and middle domains,Rad51,2,20,24,3.685188222382792e-06,1.89454591929908e-05
16649,Intein splicing domain,NFACT N-terminal and middle domains,2,92,20,5.562216984804381e-05,0.0001887265516816544
16650,"ATP synthase, Delta/Epsilon chain, long alpha-helix domain",NFACT N-terminal and middle domains,2,45,20,1.3198865581208793e-05,5.653471294826621e-05
16651,"ATP synthase, Delta/Epsilon chain, beta-sandwich domain",NFACT N-terminal and middle domains,2,45,20,1.3198865581208793e-05,5.653471294826621e-05
16652,Ferric iron reductase FhuF-like transporter,MCM OB domain,2,62,66,0.0002811932444229152,0.0007220855333994805
16653,Ferric iron reductase FhuF-like transporter,MCM P-loop domain,2,62,66,0.0002811932444229152,0.0007220855333994805
16654,FhuF 2Fe-2S C-terminal domain,MCM OB domain,2,62,66,0.0002811932444229152,0.0007220855333994805
16655,FhuF 2Fe-2S C-terminal domain,MCM P-loop domain,2,62,66,0.0002811932444229152,0.0007220855333994805
16656,Insulinase (Peptidase family M16),PT repeat,2,70,4,1.0193232160632338e-06,6.252312707961876e-06
16657,PT repeat,Peptidase M16 inactive domain,2,4,98,2.005701882963912e-06,1.1278732073441612e-05
16658,Glycosyl transferase family 2,Insulinase (Peptidase family M16),2,97,70,0.0007714812380778172,0.0016955694685092501
16659,Glycosyl transferase family 2,Peptidase M16 inactive domain,2,97,98,0.0015025270562663245,0.0030037466830144825
16660,"Initiator Replication protein, WH1",Tetratricopeptide repeat,2,4247,1407,0.9999999999999918,1.0
16661,"Initiator Rep protein, WH2",Tetratricopeptide repeat,2,4247,1407,0.9999999999999918,1.0
16662,Pertactin,T-Q ester bond containing domain,2,85,174,0.0035748966877948707,0.006316709862718727
16663,Pertactin,RHS Repeat,2,85,231,0.00619356582584232,0.010062415383117909
16664,Domain of unknown function (DUF6531),Pertactin,2,138,85,0.0022718086998571394,0.004285184134915715
16665,Autotransporter beta-domain,T-Q ester bond containing domain,2,323,174,0.04440710120328117,0.057137873775995315
16666,Autotransporter beta-domain,RHS Repeat,2,323,231,0.07307162480938183,0.0894713084730022
16667,Autotransporter beta-domain,Domain of unknown function (DUF6531),2,323,138,0.02916330424859687,0.039309624638085884
16668,Immunoglobulin A1 protease,T-Q ester bond containing domain,2,28,174,0.00039342175473014614,0.0009616717842008785
16669,Immunoglobulin A1 protease,RHS Repeat,2,28,231,0.0006903376114913165,0.001541480647171269
16670,Domain of unknown function (DUF6531),Immunoglobulin A1 protease,2,138,28,0.00024800951317931907,0.0006510210364363057
16671,FKBP-type peptidyl-prolyl cis-trans isomerase,Helix-turn-helix,2,124,716,0.09803489788234163,0.11692821778456262
16672,FKBP-type peptidyl-prolyl cis-trans isomerase,Peptidase S24-like,2,124,177,0.007686526152372877,0.012129085942704308
16673,Domain amino terminal to FKBP-type peptidyl-prolyl isomerase,Helix-turn-helix,2,16,716,0.002078228614569741,0.003966358968382734
16674,Domain amino terminal to FKBP-type peptidyl-prolyl isomerase,Peptidase S24-like,2,16,177,0.00013028878168874582,0.0003773082827700556
16675,Bacterial trigger factor protein (TF) C-terminus,Viral (Superfamily 1) RNA helicase,2,149,10,3.476063153994266e-05,0.00012631249404357217
16676,FKBP-type peptidyl-prolyl cis-trans isomerase,Viral (Superfamily 1) RNA helicase,2,124,10,2.406079748655364e-05,9.316575086694187e-05
16677,Bacterial trigger factor protein (TF),Viral (Superfamily 1) RNA helicase,2,131,10,2.6859732087249717e-05,0.00010203539966343236
16678,Helix-turn-helix domain,LAGLIDADG-like domain,2,2115,97,0.34403476104465,0.3720505624539871
16679,Helix-turn-helix domain,Rad51,2,2115,24,0.0361816748366017,0.04764979251876449
16680,Helix-turn-helix domain,Intein splicing domain,2,2115,92,0.32116355854304224,0.34866632888766586
16681,Helix-turn-helix domain,Origin of replication binding protein,2,2115,11,0.0080271839974643,0.012582676333528112
16682,Domain of unknown function (DUF3854),Helix-turn-helix domain,2,89,2115,0.3073434972568654,0.33468787474844813
16683,"ATP synthase, Delta/Epsilon chain, beta-sandwich domain",Helix-turn-helix domain,2,45,2115,0.10947800351379228,0.12918680682978476
16684,"ATP synthase, Delta/Epsilon chain, long alpha-helix domain",Helix-turn-helix domain,2,45,2115,0.10947800351379228,0.12918680682978476
16685,DJ-1/PfpI family,LAGLIDADG-like domain,2,42,97,0.0002779525185466412,0.0007162542654522558
16686,DJ-1/PfpI family,Rad51,2,42,24,1.6667790220840293e-05,6.88316154176782e-05
16687,DJ-1/PfpI family,Intein splicing domain,2,42,92,0.0002500920727175895,0.000655156947622146
16688,DJ-1/PfpI family,Origin of replication binding protein,2,42,11,3.3283167240897114e-06,1.730440153482599e-05
16689,DJ-1/PfpI family,Domain of unknown function (DUF3854),2,42,89,0.00023407187486275126,0.0006185274377069883
16690,"ATP synthase, Delta/Epsilon chain, beta-sandwich domain",DJ-1/PfpI family,2,45,42,5.9588431488722424e-05,0.00019927381495913205
16691,"ATP synthase, Delta/Epsilon chain, long alpha-helix domain",DJ-1/PfpI family,2,45,42,5.9588431488722424e-05,0.00019927381495913205
16692,Bacterial Ig domain,Protein kinase domain,2,801,773,0.8824795416583531,0.9065945984433729
16693,Bacterial Ig domain,Ricin-type beta-trefoil lectin domain-like,2,801,165,0.18525900126111566,0.20924238646835028
16694,Bacterial Ig domain,PA14 domain,2,801,92,0.07136118968388858,0.08760525554199157
16695,Bacterial Ig domain,Polysaccharide deacetylase,2,801,237,0.3106805138218371,0.3381377505155346
16696,Bacterial Ig domain,Histidine kinase,2,801,960,0.9427961326980718,0.9640569524651614
16697,Protein kinase domain,ell wall binding domain 2 (CWB2),2,773,71,0.042388734158266335,0.054810321817927145
16698,Ricin-type beta-trefoil lectin domain-like,ell wall binding domain 2 (CWB2),2,165,71,0.0022637453979930484,0.0042727032034963275
16699,PA14 domain,ell wall binding domain 2 (CWB2),2,92,71,0.0007144127179300893,0.001588719269589208
16700,Polysaccharide deacetylase,ell wall binding domain 2 (CWB2),2,237,71,0.004588562666912592,0.007782602761360977
16701,Histidine kinase,ell wall binding domain 2 (CWB2),2,960,71,0.06222536603739197,0.07737754952821468
16702,Cupin domain,N-terminal domain of anti-restriction factor ArdC,2,82,246,0.0065227186672549425,0.010512100848233083
16703,Cupin domain,IrrE N-terminal-like domain,2,82,272,0.007912706589569203,0.012425839914370958
16704,Cupin domain,WYL domain,2,82,532,0.02796226605982718,0.037865988297795965
16705,Cupin domain,HTH domain,2,82,424,0.0183595252020741,0.026024535723814777
16706,RDD family,RDD family,2,34,34,2.2061968308429777e-05,8.685744834604008e-05
16707,RDD family,zinc-ribbon domain,2,34,84,0.00013622669583443137,0.0003914884488906932
16708,Electron transfer DM13,RDD family,2,4,34,2.3685433098275943e-07,1.7627457986416448e-06
16709,Protein of unknown function (DUF4079),RDD family,2,4,34,2.3685433098275943e-07,1.7627457986416448e-06
16710,Electron transfer DM13,GYF domain 2,2,4,18,6.460481209511032e-08,5.504053150764717e-07
16711,GYF domain 2,Protein of unknown function (DUF4079),2,18,4,6.460481209511036e-08,5.504053150764717e-07
16712,"Bacterial regulatory protein, Fis family",Phage integrase family,6,107,2975,0.01200839765003333,0.017869567341470972
16713,"Bacterial regulatory protein, Fis family",Phage integrase SAM-like domain,2,107,512,0.04235789375191963,0.054780721110110224
16714,"Bacterial regulatory protein, Fis family","Phage integrase, N-terminal SAM-like domain",4,107,2634,0.08743875612648697,0.1054825647857276
16715,CRISPR-associated protein (Cas_Cas02710),Putative CRISPR-associated protein (Cas_VVA1548),2,282,43,0.002406658977372917,0.004510331521357726
16716,Domain of unknown function (DUF5710),Phenylalanyl tRNA synthetase beta chain CLM domain,2,26,31,1.060762326327298e-05,4.6736378907883105e-05
16717,Domain of unknown function (DUF5710),tRNA synthetase B5 domain,2,26,31,1.060762326327298e-05,4.6736378907883105e-05
16718,D5 N terminal like,Domain of unknown function (DUF5710),2,482,26,0.0025337892571953365,0.004707202198654804
16719,Domain of unknown function (DUF5710),Primase C terminal 1 (PriCT-1),2,26,82,7.539324193609376e-05,0.00024020124245186612
16720,Domain of unknown function (DUF5710),Poxvirus D5 protein-like,2,26,279,0.0008641162266108002,0.0018646766038020784
16721,Domain of unknown function (DUF5710),Family of unknown function (DUF5906),2,26,527,0.0030166620163185006,0.005441465629540054
16722,Carbohydrate binding domain (family 11),S-layer homology domain,1,14,975,0.07800361076093948,0.09492000115960132
16723,Carbohydrate binding domain (family 11),Cysteine-rich secretory protein family,1,14,318,0.026090127560158122,0.03558714740823204
16724,Carbohydrate binding domain (family 11),WD40-like Beta Propeller Repeat,2,14,481,0.0007227788751065982,0.0016043906388168686
16725,Carbohydrate binding domain (family 11),OmpA family,2,14,310,0.0003023164665090492,0.0007677471847221334
16726,Glycosyl hydrolase catalytic core,S-layer homology domain,1,38,975,0.1978451930593571,0.22224398635781642
16727,Cysteine-rich secretory protein family,Glycosyl hydrolase catalytic core,1,318,38,0.06924701905919664,0.08533408505197025
16728,Glycosyl hydrolase catalytic core,WD40-like Beta Propeller Repeat,2,38,481,0.005336591563024371,0.008874433307757352
16729,Glycosyl hydrolase catalytic core,OmpA family,2,38,310,0.002268380485487427,0.004279498476133534
16730,Beta-galactosidase,S-layer homology domain,1,58,975,0.2857354964074124,0.31266685326079946
16731,Beta-galactosidase,Cysteine-rich secretory protein family,1,58,318,0.10375100437599795,0.12307151153017667
16732,Beta-galactosidase,WD40-like Beta Propeller Repeat,2,58,481,0.012086138235651162,0.017972317892740675
16733,Beta-galactosidase,OmpA family,2,58,310,0.0052061703753925135,0.008685491758269404
16734,CARDB,Cysteine-rich secretory protein family,1,246,318,0.37176914748511836,0.4003585180226726
16735,CARDB,WD40-like Beta Propeller Repeat,2,246,481,0.15625581783481776,0.17881899188457642
16736,CARDB,OmpA family,2,246,310,0.07586700856243221,0.0925487985867499
16737,Carbohydrate family 9 binding domain-like,S-layer homology domain,1,14,975,0.07800361076093948,0.09492000115960132
16738,Carbohydrate family 9 binding domain-like,Cysteine-rich secretory protein family,1,14,318,0.026090127560158122,0.03558714740823204
16739,Carbohydrate family 9 binding domain-like,WD40-like Beta Propeller Repeat,2,14,481,0.0007227788751065982,0.0016043906388168686
16740,Carbohydrate family 9 binding domain-like,OmpA family,2,14,310,0.0003023164665090492,0.0007677471847221334
16741,Carboxypeptidase regulatory-like domain,Delta endotoxin,2,153,19,0.0001385384693524084,0.0003971935566832707
16742,Delta endotoxin,SdrD B-like domain,2,19,199,0.00023399757476429318,0.0006185274377069883
16743,Delta endotoxin,Domain of unknown function (DUF5122) beta-propeller,2,19,8,3.3686515794993504e-07,2.3853975585379475e-06
16744,Delta endotoxin,"Putative binding domain, N-terminal",2,19,282,0.0004679799108448459,0.0011136403057358593
16745,Delta endotoxin,Domain of unknown function (DUF6531),2,19,138,0.00011273863496617372,0.0003352166746039077
16746,Delta endotoxin,RHS Repeat,2,19,231,0.00031484680730396166,0.0007947854272523521
16747,Carboxypeptidase regulatory-like domain,Putative pectate lyase-like adhesive domain,2,153,19,0.0001385384693524084,0.0003971935566832707
16748,Putative pectate lyase-like adhesive domain,SdrD B-like domain,2,19,199,0.00023399757476429318,0.0006185274377069883
16749,Domain of unknown function (DUF5122) beta-propeller,Putative pectate lyase-like adhesive domain,2,8,19,3.36865157949935e-07,2.3853975585379475e-06
16750,"Putative binding domain, N-terminal",Putative pectate lyase-like adhesive domain,2,282,19,0.0004679799108448461,0.0011136403057358593
16751,Domain of unknown function (DUF6531),Putative pectate lyase-like adhesive domain,2,138,19,0.00011273863496617375,0.0003352166746039077
16752,Putative pectate lyase-like adhesive domain,RHS Repeat,2,19,231,0.00031484680730396166,0.0007947854272523521
16753,Chitobiase/beta-hexosaminidase C-terminal domain,Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase,2,92,273,0.009938184418615947,0.015126377565235327
16754,Endonuclease I,Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase,2,12,273,0.00017063502762095867,0.00047365021695778794
16755,Legume lectin domain,Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase,2,25,273,0.0007648984304635203,0.0016821745210268248
16756,CotH kinase protein,Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase,1,239,273,0.3213513683488269,0.3488335911039843
16757,"Immune inhibitor A-like metallopeptidase, VEG domain",Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase,2,30,273,0.001103191123900561,0.0023029462765160927
16758,"Immune inhibitor A peptidase M6, catalytic domain",Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase,2,71,273,0.006032719075947403,0.009837616290590242
16759,Chitobiase/beta-hexosaminidase C-terminal domain,GW (Gly-Tryp) dipeptide domain,2,92,22,6.75767518851278e-05,0.00022025291594085554
16760,Endonuclease I,GW (Gly-Tryp) dipeptide domain,2,12,22,1.0722339215291262e-06,6.54192410606602e-06
16761,GW (Gly-Tryp) dipeptide domain,Protein kinase domain,2,22,773,0.004564843579473494,0.007746185530797985
16762,GW (Gly-Tryp) dipeptide domain,Legume lectin domain,2,22,25,4.8687817661071895e-06,2.4015219603482432e-05
16763,Cellulose or protein binding domain,GW (Gly-Tryp) dipeptide domain,1,469,22,0.05945754274074308,0.07424831569334127
