,Pfam_Label,If_Cas_Related_Protein
4910,Tetratricopeptide repeat,
4911,Tetratricopeptide repeat-like domain,
4912,TfoX N-terminal domain,
4913,TgpA N-terminal domain,
4914,The  BURPS668_1122 family of deaminases,
4915,The GLUG motif,
4916,ThiF family,
4917,ThiS family,
4918,"Thiamin pyrophosphokinase, catalytic domain",
4919,"Thiamin pyrophosphokinase, vitamin B1 binding domain",
4920,Thiamine biosynthesis protein (ThiI),
4921,Thiamine monophosphate synthase,
4922,"Thiamine pyrophosphate enzyme, C-terminal TPP binding domain",
4923,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",
4924,"Thiamine pyrophosphate enzyme, central domain",
4925,Thiamine-binding protein,
4926,Thiamine-precursor transporter protein (ThiW),
4927,Thiazole biosynthesis protein ThiG,
4928,Thioester domain,
4929,Thioesterase domain,
4930,Thioesterase superfamily,
4931,Thioesterase-like superfamily,
4932,Thiol-activated cytolysin beta sandwich domain,
4933,"Thiol:disulfide interchange protein DsbD, N-terminal",
4934,"Thiolase, N-terminal domain",
4935,Thiopurine S-methyltransferase (TPMT),
4936,Thioredoxin,
4937,Thioredoxin domain,
4938,Thioredoxin-like,
4939,Thioredoxin-like [2Fe-2S] ferredoxin,
4940,Thioredoxin-like domain,
4941,Threonine leader peptide,
4942,Threonine synthase N terminus,
4943,"Threonine/Serine exporter, ThrE",
4944,Threonyl and Alanyl tRNA synthetase second additional domain,
4945,Threonylcarbamoyl adenosine biosynthesis protein TsaE,
4946,Thrombospondin type 3 repeat,
4947,Thylakoid formation protein,
4948,Thymidine kinase,
4949,Thymidylate kinase,
4950,Thymidylate synthase,
4951,Thymidylate synthase complementing protein,
4952,Thyroglobulin type-1 repeat,
4953,Tic22-like family,
4954,TilS substrate C-terminal domain,
4955,TilS substrate binding domain,
4956,Tim44-like domain,
4957,TipAS antibiotic-recognition domain,
4958,Tn3 transposase DDE domain,
4959,Tn7-like transposition protein D,
4960,TniQ,
4961,TnsA endonuclease C terminal,
4962,TnsA-like endonuclease N terminal,
4963,TnsE C-terminal domain,
4964,TolA C-terminal,
4965,TolA binding protein trimerisation,
4966,TolB amino-terminal domain,
4967,TolB-like 6-blade propeller-like,
4968,TonB C terminal,
4969,TonB dependent receptor,
4970,TonB-dependent Receptor Plug Domain,
4971,Topoisomerase C-terminal repeat,
4972,Topoisomerase DNA binding C4 zinc finger,
4973,Toprim domain,
4974,Toprim-like,
4975,Torsin,
4976,Toxic anion resistance protein (TelA),
4977,"Toxin Fst, type I toxin-antitoxin system",
4978,Toxin PAAR-like domain,
4979,"Toxin SymE, type I toxin-antitoxin system",
4980,"Toxin ToxN, type III toxin-antitoxin system",
4981,"Toxin YafO, type II toxin-antitoxin system",
4982,Toxin co-regulated pilus biosynthesis protein Q,
4983,TraA,
4984,TraB/PrgY/gumN family,
4985,TraC protein,
4986,TraE protein,
4987,TraG P-loop domain,
4988,"TraG-like protein, N-terminal region",
4989,TraK protein,
4990,TraL protein,
4991,"TraM protein, DNA-binding",
4992,TraM recognition site of TraD and TraG,
4993,TraQ conjugal transfer protein,
4994,TraU protein,
4995,TraX protein,
4996,TraY domain,
4997,Transaldolase/Fructose-6-phosphate aldolase,
4998,"Transcription elongation factor, GreA/GreB, C-term",
4999,"Transcription elongation factor, N-terminal",
5000,Transcription factor AFT,
5001,Transcription factor S-II (TFIIS),
5002,"Transcription factor S-II (TFIIS), central domain",
5003,Transcription factor TFIIB repeat,
5004,"Transcription factor TFIID (or TATA-binding protein, TBP)",
5005,Transcription factor WhiB,
5006,Transcription factor zinc-finger,
5007,"Transcription regulator GlnR, N-terminal domain",
5008,Transcription regulator YfeC-like,
5009,Transcription termination factor nusG,
5010,Transcriptional Coactivator p15 (PC4),
5011,Transcriptional activator,
5012,Transcriptional activator TraM,
5013,Transcriptional activator of glycolytic enzymes,
5014,Transcriptional regulator AcaB,
5015,Transcriptional regulator C-terminal region,
5016,"Transcriptional regulator EthR, C-terminal domain",
5017,Transcriptional regulator PadR-like family,
5018,"Transcriptional regulator SbtR-like, C-terminal domain",
5019,Transcriptional regulator protein (SplA),
5020,"Transcriptional regulator, AbiEi antitoxin",
5021,"Transcriptional regulator, AbiEi antitoxin, Type IV TA system",
5022,"Transcriptional regulatory protein, C terminal",
5023,Transferase family,
5024,Transferrin,
5025,Transglutaminase-like domain,
5026,Transglutaminase-like superfamily,
5027,Transglycosylase,
5028,Transglycosylase SLT domain,
5029,Transglycosylase associated protein,
5030,Transglycosylase-like domain,
5031,Transient receptor potential (TRP) ion channel,
5032,Transition state regulatory protein AbrB,
5033,"Transketolase, C-terminal domain",
5034,"Transketolase, thiamine diphosphate binding domain",
5035,Translation initiation factor 1A / IF-1,
5036,"Translation initiation factor IF-2, N-terminal region",
5037,"Translation initiation factor IF-3, C-terminal domain",
5038,"Translation initiation factor IF-3, N-terminal domain",
5039,Translation initiation factor SUI1,
5040,Transmembrane Fragile-X-F protein,
5041,Transmembrane amino acid transporter protein,
5042,Transmembrane domain of unknown function (DUF3566),
5043,"Transmembrane family 220, helix",
5044,Transmembrane protein 231,
5045,Transmembrane secretion effector,
5046,Transporter associated domain,
5047,Transposase,
5048,Transposase C of IS166 homeodomain,
5049,Transposase DDE domain,
5050,Transposase DDE domain group 1,
5051,Transposase DNA-binding,
5052,Transposase IS116/IS110/IS902 family,
5053,Transposase IS200 like,
5054,Transposase IS4,
5055,Transposase IS66 family,
5056,Transposase Tn5 dimerisation domain,
5057,Transposase domain (DUF772),
5058,Transposase family tnp2,
5059,Transposase protein,
5060,Transposase zinc-binding domain,
5061,Transposase zinc-ribbon domain,
5062,"Transposase, Mutator family",
5063,Transposase-associated domain,
5064,Transposon related HTH domain protein,
5065,Transposon-encoded protein TnpV,
5066,Transposon-encoded protein TnpW,
5067,TrbC/VIRB2 pilin,
5068,TrbL/VirB6 plasmid conjugal transfer like protein,
5069,TrbL/VirB6 plasmid conjugal transfer protein,
5070,Trehalase,
5071,Trehalose receptor,
5072,Trehalose utilisation,
5073,Trehalose-phosphatase,
5074,TrfA protein,
5075,TrfB plasmid transcriptional repressor,
5076,Trichohyalin-plectin-homology domain,
5077,Tricorn protease C1 domain,
5078,Tricorn protease PDZ domain,
5079,Trimeric autotransporter adhesin Trp ring domain,
5080,Triose-phosphate Transporter family,
5081,Triosephosphate isomerase,
5082,"Tripartite ATP-independent periplasmic transporter, DctM component",
5083,"Tripartite ATP-independent periplasmic transporters, DctQ component",
5084,Tripartite tricarboxylate transporter TctB family,
5085,Tripartite tricarboxylate transporter family receptor,
5086,TrkA-C domain,
5087,TrkA-N domain,
5088,Trm112p-like protein,
5089,Trp repressor protein,
5090,TruB family pseudouridylate synthase (N terminal domain),
5091,TrwC relaxase,
5092,Trypsin,
5093,Trypsin and protease inhibitor,
5094,Trypsin-co-occurring domain 2,
5095,Trypsin-like peptidase domain,
5096,"Tryptophan 2,3-dioxygenase",
5097,Tryptophan halogenase,
5098,Tryptophan synthase alpha chain,
5099,Tryptophan transporter TrpP,
5100,Tryptophan-associated transmembrane protein (Trp_oprn_chp),
5101,Tryptophan-ring motif of head of Trimeric autotransporter adhesin,
5102,Tryptophan/tyrosine permease family,
5103,Tsi6,
5104,Tub family,
5105,TubC N-terminal docking domain,
5106,Tuberculosis necrotizing toxin,
5107,Tubulin C-terminal domain,
5108,Tubulin like,
5109,"Tubulin-like CetZ, C-terminal",
5110,"Tubulin/FtsZ family, GTPase domain",
5111,Tudor domain,
5112,TupA-like ATPgrasp,
5113,Two component regulator propeller,
5114,Two-component Enterococcus faecalis cytolysin (EFC),
5115,Ty3 transposon capsid-like protein,
5116,TypA/BipA C-terminal domain,
5117,Type 5 capsule protein repressor C-terminal domain,
5118,Type A lantibiotic family,
5119,Type I 3-dehydroquinase,
5120,Type I phosphodiesterase / nucleotide pyrophosphatase,
5121,Type I restriction and modification enzyme - subunit R C terminal,
5122,"Type I restriction enzyme HindI endonuclease subunit-like, C-terminal",
5123,Type I restriction enzyme R protein N terminus (HSDR_N),
5124,Type I restriction modification DNA specificity domain,
5125,Type II CAAX prenyl endopeptidase Rce1-like,
5126,Type II intron maturase,
5127,"Type II secretion system (T2SS), protein F",
5128,"Type II secretion system (T2SS), protein G",
5129,"Type II secretion system (T2SS), protein I",
5130,"Type II secretion system (T2SS), protein J",
5131,"Type II secretion system (T2SS), protein K",
5132,"Type II secretion system (T2SS), protein L",
5133,"Type II secretion system (T2SS), protein M",
5134,"Type II secretion system (T2SS), protein N",
5135,Type II secretion system protein C,
5136,Type II transport protein GspH,
5137,Type II/IV secretion system protein,
5138,Type III flagellar switch regulator (C-ring) FliN C-term,
5139,Type III pantothenate kinase,
5140,"Type III restriction enzyme, res subunit",
5141,"Type III secretion basal body protein I, YscI, HrpB, PscI",
5142,Type III secretion system leucine rich repeat protein,
5143,Type ISP C-terminal specificity domain,
5144,Type IV Pilus-assembly protein W,
5145,Type IV conjugative transfer system lipoprotein (TraV),
5146,Type IV leader peptidase family,
5147,"Type IV minor pilin ComP, DNA uptake sequence receptor",
5148,Type IV pili methyl-accepting chemotaxis transducer N-term,
5149,"Type IV pilin-like G and H, putative",
5150,Type IV pilus assembly protein PilM;,
5151,Type IV pilus assembly protein PilX C-term,
5152,Type IV secretion system pilin,
5153,Type IV secretion system proteins,
5154,Type IV secretion-system coupling protein DNA-binding domain,
5155,"Type IV secretory pathway, VirB3-like protein",
5156,Type IV secretory system Conjugative DNA transfer,
5157,"Type IV secretory system, conjugal DNA-protein transfer",
5158,Type IX secretion system membrane protein PorP/SprF,
5159,Type VI immunity for VRR-NUC,
5160,Type VI secretion protein IcmF C2-like domain,
5161,Type VI secretion protein IcmF helical domain,
5162,"Type VI secretion system VasI, EvfG, VC_A0118",
5163,"Type VI secretion system effector, Hcp",
5164,Type VI secretion system protein DotU,
5165,"Type VI secretion system spike protein VgrG3-like, C-terminal",
5166,"Type VI secretion system, TssO",
5167,Type VI secretion system/phage-baseplate injector OB domain,
5168,"Type-1 fimbrial protein, A",
5169,Type-F conjugative transfer system pilin assembly protein,
5170,Type-F conjugative transfer system protein (TrbI_Ftype),
5171,Type-I-A Cascade subunit Csa5,
5172,"Type-IV b secretion system, inner-membrane complex component",
5173,Tyrosine phosphatase family,
5174,Tyrosine-protein kinase ephrin type A/B receptor-like,
5175,U-box domain,
5176,UBA/TS-N domain,
5177,"UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain",
5178,UDP-N-acetylglucosamine 2-epimerase,
5179,UDP-glucoronosyl and UDP-glucosyl transferase,
5180,"UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain",
5181,"UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain",
5182,UPF0150-like,
5183,UPF0225 domain,
5184,UPF0758 N-terminal,
5185,URI fold toxin 2,
5186,UTRA domain,
5187,UV-endonuclease UvdE,
5188,UbiA prenyltransferase family,
5189,Ubiquinol-cytochrome C chaperone,
5190,Ubiquitin 3 binding protein But2 C-terminal domain,
5191,Ubiquitin carboxyl-terminal hydrolase,
5192,Ubiquitin elongating factor core,
5193,Ubiquitin family,
5194,Ubiquitin fold modifier 1 protein,
5195,Ubiquitin fusion degradation protein UFD1,
5196,Ubiquitin-activating enzyme E1 FCCH domain,
5197,"Ubiquitin-activating enzyme, SCCH domain",
5198,Ubiquitin-binding WIYLD domain,
5199,Ubiquitin-conjugating enzyme,
5200,"Ulp1 protease family, C-terminal catalytic domain",
5201,Ultra-violet resistance protein B,
5202,"Uncharacterised 5xTM membrane BCR, YitT family COG1284",
5203,Uncharacterised ACR (DUF711),
5204,Uncharacterised methyltransferase family (DUF6094),
5205,Uncharacterised nucleotidyltransferase,
5206,Uncharacterised protein conserved in bacteria (DUF2326),
5207,Uncharacterised protein family (UPF0014),
5208,Uncharacterised protein family (UPF0093),
5209,Uncharacterised protein family (UPF0149),
5210,Uncharacterised protein family (UPF0154),
5211,Uncharacterised protein family (UPF0158),
5212,Uncharacterised protein family (UPF0160),
5213,Uncharacterised protein family (UPF0164),
5214,Uncharacterised protein family (UPF0175),
5215,Uncharacterised protein family (UPF0180),
5216,Uncharacterised protein family (UPF0182),
5217,Uncharacterised protein family (UPF0227),
5218,Uncharacterised protein family (UPF0231),
5219,Uncharacterised protein family (UPF0253),
5220,Uncharacterised protein family (UPF0259),
5221,Uncharacterised protein family (UPF0270),
5222,Uncharacterised protein family UPF0047,
5223,Uncharacterised protein family UPF0058,
5224,Uncharacterised protein family UPF0102,
5225,"Uncharacterised protein, DegV family COG1307",
5226,"Uncharacterized ACR, COG1430",
5227,"Uncharacterized ACR, COG1678",
5228,"Uncharacterized ACR, COG1993",
5229,"Uncharacterized ATP-binding protein MJ1010-like, C-terminal domain",
5230,Uncharacterized YqaH-like,
5231,Uncharacterized conserved protein (DUF2190),
5232,Uncharacterized conserved protein (DUF2196),
5233,Uncharacterized conserved protein (DUF2249),
5234,Uncharacterized conserved protein (DUF2267),
5235,Uncharacterized conserved protein (DUF2285),
5236,Uncharacterized conserved protein (DUF2299),
5237,Uncharacterized conserved protein (DUF2303),
5238,Uncharacterized lipoprotein,
5239,Uncharacterized metal-binding protein (DUF2227),
5240,Uncharacterized protein conserved in archaea (DUF2098),
5241,Uncharacterized protein conserved in archaea (DUF2115),
5242,Uncharacterized protein conserved in archaea (DUF2209),
5243,Uncharacterized protein conserved in archaea (DUF2226),
5244,Uncharacterized protein conserved in bacteria (DUF2057),
5245,Uncharacterized protein conserved in bacteria (DUF2058),
5246,Uncharacterized protein conserved in bacteria (DUF2059),
5247,Uncharacterized protein conserved in bacteria (DUF2062),
5248,Uncharacterized protein conserved in bacteria (DUF2087),
5249,Uncharacterized protein conserved in bacteria (DUF2129),
5250,Uncharacterized protein conserved in bacteria (DUF2141),
5251,Uncharacterized protein conserved in bacteria (DUF2147),
5252,Uncharacterized protein conserved in bacteria (DUF2179),
5253,Uncharacterized protein conserved in bacteria (DUF2184),
5254,Uncharacterized protein conserved in bacteria (DUF2218),
5255,Uncharacterized protein conserved in bacteria (DUF2242),
5256,Uncharacterized protein conserved in bacteria (DUF2251),
5257,Uncharacterized protein conserved in bacteria (DUF2262),
5258,Uncharacterized protein conserved in bacteria (DUF2264),
5259,Uncharacterized protein conserved in bacteria (DUF2325),
5260,Uncharacterized protein conserved in bacteria N-term (DUF3322),
5261,Uncharacterized protein containing a Zn-ribbon (DUF2116),
5262,Uncharacterized protein containing a ferredoxin domain (DUF2148),
5263,Uncharacterized protein family (ORF7) DUF,
5264,Uncharacterized protein family UPF0004,
5265,Uncharacterized protein family UPF0016,
5266,Uncharacterized protein family UPF0029,
5267,"Uncharacterized protein family, UPF0114",
5268,Uncharacterized protein pXO2-72,
5269,Uncharacterized small protein (DUF2158),
5270,Uncharacterized small protein (DUF2292),
5271,Universal stress protein family,
5272,UpxZ family of transcription anti-terminator antagonists,
5273,Uracil DNA glycosylase superfamily,
5274,Uracil phosphoribosyltransferase,
5275,UreF,
5276,Uroporphyrinogen decarboxylase (URO-D),
5277,Uroporphyrinogen-III synthase HemD,
5278,Utp13 specific WD40 associated domain,
5279,Utp14 protein,
5280,UvrB interaction domain,
5281,UvrB/uvrC motif,
5282,UvrC RNAse H endonuclease domain,
5283,UvrD-like helicase C-terminal domain,
5284,UvrD/REP helicase N-terminal domain,
5285,V-ATPase subunit H,
5286,V-type ATPase 116kDa subunit family,
5287,VC2046 family,
5288,VIT family,
5289,"VPS13-like, N-terminal",
5290,VRR-NUC domain,
5291,VTC domain,
5292,VWA / Hh  protein intein-like,
5293,VWA domain containing CoxE-like protein,
5294,VWA-like domain (DUF2201),
5295,Vacuolar (H+)-ATPase G subunit,
5296,Vacuolar membrane-associated protein Iml1,
5297,Vacuolar protein sorting-associated protein 62,
5298,Valyl tRNA synthetase tRNA binding arm,
5299,VanW like protein,
5300,VanZ like family,
5301,Variant SH3 domain,
5302,VasX toxin N-terminal region,
5303,Vault protein inter-alpha-trypsin domain,
5304,Vesicle coat protein involved in Golgi to plasma membrane transport,
5305,Vesicle coat trafficking protein Sec16 mid-region,
5306,"Vibrionales, replication initiator protein RctB, central region",
5307,VirB8 protein,
5308,VirC1 protein,
5309,Viral (Superfamily 1) RNA helicase,
5310,Viral BACON domain,
5311,Viral movement protein (MP),
5312,Virulence factor BrkB,
5313,Virulence factor SrfB,
5314,"Virulence factor membrane-bound polymerase, C-terminal",
5315,Virulence promoting factor,
